TLID,NAME,LENGTH
62083783,62083783a,83.25413
62093546,62093546b,45.4955
62067884,62067884a,54.6388
62067886,62067886b,42.24406
62067888,62067888b,96.12371
62064295,62064295a,103.23067
62064298,62064298a,72.73166
62064299,62064299b,84.46745
62063801,62063801a,88.80932
62063799,62063799a,124.84263
62063800,62063800a,113.05843
62063801,62063801b,88.80932
62063808,62063808b,274.48275
62062951,62062951b,168.52905
62053318,62053318a,61.57354
62054455,62054455a,343.94002
62054456,62054456b,154.33169
62054462,62054462b,184.85142
62057010,62057010a,142.52335
62057013,62057013b,162.09969
62070459,62070459a,71.46647
62070466,62070466b,410.50443
62077267,62077267b,300.79521
62093245,62093245b,381.43459
62093268,62093268a,245.7293
62093271,62093271a,89.16619
62064239,62064239a,97.78953
62064300,62064300a,89.22985
62064306,62064306b,100.28436
62078327,62078327b,121.67744
62074898,62074898a,69.48676
62078519,62078519b,29.32038
62067883,62067883a,28.16267
62067884,62067884b,54.6388
62067885,62067885a,37.5406
62067867,62067867a,188.71703
62067871,62067871b,61.28836
62067872,62067872b,58.14644
62067821,62067821a,60.64068
62067862,62067862a,100.28391
62067865,62067865a,114.01159
62067866,62067866b,95.2925
62067867,62067867b,188.71703
62067662,62067662a,43.30474
62067731,62067731a,168.95895
62067733,62067733b,98.55987
62064306,62064306a,100.28436
62064307,62064307a,178.76172
62064308,62064308b,159.22727
62078455,62078455a,244.72761
62078456,62078456a,70.87157
62081974,62081974b,125.90742
62067861,62067861b,34.65138
62067862,62067862b,100.28391
62089376,62089376a,537.70132
62067648,62067648a,211.68762
62067728,62067728b,51.44719
62067729,62067729b,121.03002
62095048,62095048b,68.69234
62095049,62095049a,11.55068
62095050,62095050a,70.26751
62105426,62105426a,111.50417
62100325,62100325a,53.8483
62050403,62050403a,76.70179
62100525,62100525b,46.90264
62054215,62054215a,114.31995
62054221,62054221a,148.83446
62054222,62054222b,195.26472
62053412,62053412b,153.37223
62053413,62053413a,170.80658
62053414,62053414a,191.80834
62054130,62054130a,172.89412
62054186,62054186a,140.26163
62054189,62054189b,180.3418
62054190,62054190b,190.75194
62054505,62054505b,77.93529
62081445,62081445b,217.41093
62057087,62057087b,76.89458
62076646,62076646a,133.42698
62051495,62051495a,101.78585
62051496,62051496a,69.10831
62051497,62051497b,43.54044
62092370,62092370b,134.85752
62067872,62067872a,58.14644
62067880,62067880a,197.82752
62067885,62067885b,37.5406
62067725,62067725a,132.22936
62067757,62067757b,126.72502
62067760,62067760b,185.17766
62064425,62064425a,321.195
62064464,62064464a,166.08998
62064466,62064466b,90.06322
62064308,62064308a,159.22727
62064309,62064309b,100.28433
62081133,62081133b,115.13229
62064230,62064230b,260.1519
62064295,62064295b,103.23067
62064296,62064296a,80.18943
62064229,62064229a,209.97104
62064300,62064300b,89.22985
62064302,62064302a,98.54594
62094889,62094889b,26.43252
62094890,62094890a,69.68559
62083608,62083608a,172.47655
62084611,62084611b,722.58806
62099048,62099048b,609.6828
62078443,62078443b,102.77664
62081974,62081974a,125.90742
62083783,62083783b,83.25413
62095049,62095049b,11.55068
62092338,62092338b,84.41113
62098951,62098951b,63.43119
62098952,62098952a,72.10312
62098955,62098955a,155.27965
62098969,62098969b,56.13589
62098970,62098970a,122.55115
62098971,62098971b,141.558
62083960,62083960b,34.35227
62100528,62100528a,89.91377
62099213,62099213b,35.8975
62099214,62099214a,256.95233
62099215,62099215a,207.34044
62070286,62070286b,135.7244
62078073,62078073b,96.05291
62071856,62071856a,38.34439
62071902,62071902b,976.92637
62089729,62089729b,517.69279
62067728,62067728a,51.44719
62064395,62064395a,69.27591
62064396,62064396b,100.2842
62064438,62064438b,150.28041
62063826,62063826a,100.28448
62063850,62063850a,113.08187
62063851,62063851b,200.00771
62063852,62063852b,173.13165
62063138,62063138a,144.31575
62063159,62063159a,82.70942
62063160,62063160b,115.51972
62063137,62063137a,103.65875
62063137,62063137b,103.65875
62063138,62063138b,144.31575
62078448,62078448b,57.77112
62064271,62064271a,72.73758
62064274,62064274b,77.92468
62064336,62064336b,323.80907
62063824,62063824a,330.19129
62063825,62063825a,75.06935
62063826,62063826b,100.28448
62063864,62063864b,139.65174
62089576,62089576a,440.94973
62050425,62050425a,535.83675
62092320,62092320a,83.94201
62054083,62054083b,112.60777
62050423,62050423b,81.91781
62054498,62054498b,136.53339
62099213,62099213a,35.8975
62093271,62093271b,89.16619
62057235,62057235b,75.31348
62051557,62051557b,168.56447
62051558,62051558a,401.49669
62051561,62051561a,87.88369
62079629,62079629b,297.6088
62050407,62050407b,269.15422
62050408,62050408a,737.12243
62050409,62050409a,77.97989
62050426,62050426b,82.64139
62057068,62057068a,57.07497
62100743,62100743b,395.32564
62100532,62100532b,196.55834
62063153,62063153a,246.20254
62052474,62052474a,97.21437
62052476,62052476a,463.61137
62062927,62062927b,258.9657
62063860,62063860b,112.20084
62078444,62078444b,109.92288
62078447,62078447a,284.5132
62078448,62078448a,57.77112
62067883,62067883b,28.16267
62067727,62067727a,104.11719
62067758,62067758b,136.81613
62067822,62067822a,130.25299
62094893,62094893b,205.62318
62067666,62067666a,97.33072
62067735,62067735b,276.63549
62067871,62067871a,61.28836
62064298,62064298b,72.73166
62063851,62063851a,200.00771
62094516,62094516b,76.39223
62096420,62096420b,130.9358
62096421,62096421a,120.53906
62097925,62097925b,104.9324
62054443,62054443b,151.82971
62076469,62076469a,122.02809
62094512,62094512b,68.10368
62094513,62094513a,41.19041
62094516,62094516a,76.39223
62054195,62054195b,68.82
62051546,62051546b,101.39722
62048446,62048446b,407.27669
62048539,62048539b,412.9894
62083921,62083921b,111.88013
62082404,62082404a,41.34144
62083138,62083138b,62.69905
62084414,62084414b,20.32037
62046249,62046249a,112.8584
62096271,62096271a,113.20017
62096274,62096274b,102.70018
62046259,62046259b,40.11736
62046260,62046260a,97.60468
62046261,62046261a,36.28472
62096365,62096365b,75.83841
62096366,62096366a,73.63538
62096367,62096367a,74.63499
62043276,62043276b,763.719
62043401,62043401a,153.53073
62098169,62098169a,199.88002
62098170,62098170b,118.39331
62098174,62098174b,342.03667
62104631,62104631b,509.9611
62084414,62084414a,20.32037
62090348,62090348b,25.41358
62102274,62102274b,17.0564
62046247,62046247b,16.38172
62075732,62075732a,129.49517
62090348,62090348a,25.41358
62102273,62102273b,30.55076
62102274,62102274a,17.0564
62102275,62102275a,16.21806
62046023,62046023b,61.62526
62046027,62046027a,37.52202
62046257,62046257a,36.30612
62096297,62096297b,90.7787
62046313,62046313a,57.49764
62046381,62046381a,157.07314
62082404,62082404b,41.34144
62102275,62102275b,16.21806
62102276,62102276a,35.0574
62102276,62102276b,35.0574
62046301,62046301b,98.84744
62046313,62046313b,57.49764
62046317,62046317a,206.10299
62045980,62045980b,102.6909
62045985,62045985a,168.809
62080703,62080703b,56.66383
62091632,62091632b,314.34414
62043248,62043248a,148.19615
62043674,62043674b,224.33485
62088191,62088191a,681.85782
62082561,62082561a,60.88113
62089909,62089909b,34.97539
62048314,62048314b,148.63426
62088648,62088648b,276.16691
62100992,62100992a,212.54901
62096573,62096573a,109.74611
62096574,62096574a,90.29409
62096576,62096576b,121.16073
62098165,62098165b,283.45186
62098166,62098166a,73.8722
62098167,62098167b,89.1514
62098170,62098170a,118.39331
62046027,62046027b,37.52202
62046028,62046028a,32.86678
62046029,62046029a,125.12798
62048302,62048302b,171.08537
62048306,62048306a,147.8119
62048307,62048307a,250.41066
62081288,62081288a,135.14418
62081290,62081290b,126.36973
62088429,62088429b,250.75935
62094740,62094740a,258.03591
62046265,62046265a,23.85289
62075732,62075732b,129.49517
62088452,62088452b,52.48124
62048441,62048441b,358.9494
62077615,62077615a,114.89645
62088655,62088655b,650.4025
62091642,62091642b,281.73226
62091643,62091643a,102.65028
62091644,62091644a,99.8167
62083123,62083123b,242.02474
62096362,62096362a,112.4554
62046261,62046261b,36.28472
62046262,62046262b,83.43528
62046263,62046263a,89.52198
62084386,62084386b,104.97144
62043427,62043427a,80.43916
62043588,62043588b,53.127
62101487,62101487b,87.37067
62101488,62101488a,134.56898
62101489,62101489b,109.36088
62101490,62101490a,100.36027
62046275,62046275a,47.66096
62089909,62089909a,34.97539
62102273,62102273a,30.55076
62097362,62097362b,274.79165
62046265,62046265b,23.85289
62075735,62075735a,20.84826
62084408,62084408a,32.45472
62098159,62098159b,94.17321
62098162,62098162a,97.21361
62046257,62046257b,36.30612
62043321,62043321b,551.45307
62043588,62043588a,53.127
62046028,62046028b,32.86678
62075730,62075730a,110.92577
62046434,62046434a,170.45996
62043675,62043675b,111.75577
62096571,62096571b,94.36506
62045531,62045531a,356.01571
62045532,62045532a,89.94326
62088378,62088378a,320.20896
62084410,62084410a,12.80053
62084410,62084410b,12.80053
62084411,62084411a,10.31789
62088452,62088452a,52.48124
62043320,62043320a,473.83166
62043427,62043427b,80.43916
62088216,62088216a,141.81668
62091675,62091675b,158.88612
62091676,62091676a,108.04939
62091679,62091679a,163.59237
62046249,62046249b,112.8584
62046281,62046281a,42.20682
62046287,62046287b,136.92505
62101467,62101467b,126.60763
62048416,62048416b,253.42182
62096366,62096366b,73.63538
62098155,62098155b,105.71688
62084411,62084411b,10.31789
62095012,62095012b,602.50988
62104833,62104833b,482.23779
62048307,62048307b,250.41066
62048313,62048313a,362.29591
62048330,62048330a,291.94036
62046275,62046275b,47.66096
62075734,62075734a,77.32479
62075735,62075735b,20.84826
62096568,62096568b,349.82037
62096575,62096575a,328.32689
62104997,62104997a,482.56955
62101565,62101565b,138.01977
62101566,62101566a,140.80947
62046282,62046282b,181.84924
62098139,62098139b,12.35047
62098140,62098140a,27.85483
62098143,62098143a,31.00173
62099921,62099921b,415.33498
62046314,62046314b,120.81839
62101475,62101475a,92.29924
62101478,62101478a,93.29967
62101486,62101486b,169.17992
62080590,62080590a,5.2274
62088426,62088426b,142.26643
62096042,62096042b,424.38581
62096045,62096045a,252.66383
62096054,62096054a,170.00886
62096070,62096070b,357.951
62098139,62098139a,12.35047
62098164,62098164b,100.46266
62098166,62098166b,73.8722
62096049,62096049a,199.11979
62096050,62096050a,353.40805
62096052,62096052b,53.80831
62084408,62084408b,32.45472
62084409,62084409a,28.41941
62088454,62088454b,118.4564
62080590,62080590b,5.2274
62090303,62090303a,200.2138
62090303,62090303b,200.2138
62045532,62045532b,89.94326
62045534,62045534a,164.12263
62098089,62098089a,694.11227
62104800,62104800b,343.49396
62046379,62046379b,209.95493
62046267,62046267b,157.28922
62075736,62075736a,47.40205
62046260,62046260b,97.60468
62046281,62046281b,42.20682
62046282,62046282a,181.84924
62046283,62046283a,98.48284
62098140,62098140b,27.85483
62098154,62098154a,94.12908
62091644,62091644b,99.8167
62101469,62101469b,382.12411
62084409,62084409b,28.41941
62048540,62048540b,621.96119
62083236,62083236b,189.94128
62083921,62083921a,111.88013
62083922,62083922a,431.83975
62043248,62043248b,148.19615
62096147,62096147b,1511.85162
62104858,62104858b,800.13898
62088459,62088459a,207.04582
62075734,62075734b,77.32479
62054126,62054126a,226.04826
62054129,62054129b,161.52023
62054130,62054130b,172.89412
62101490,62101490b,100.36027
62051483,62051483a,218.21984
62051489,62051489b,451.44994
62092234,62092234a,120.39948
62053414,62053414b,191.80834
62054089,62054089a,76.0079
62054090,62054090a,122.55581
62046310,62046310a,230.81404
62046311,62046311a,60.39479
62096571,62096571a,94.36506
62096573,62096573b,109.74611
62054118,62054118b,45.24029
62053132,62053132a,412.03864
62053294,62053294a,51.43384
62053306,62053306b,48.62264
62048298,62048298b,458.62956
62048343,62048343a,104.44625
62048409,62048409a,88.718
62053320,62053320a,51.9125
62053321,62053321b,161.3255
62053323,62053323b,197.90274
62046029,62046029b,125.12798
62046030,62046030a,173.87688
62046033,62046033a,71.47607
62046263,62046263b,89.52198
62046266,62046266a,31.86938
62046270,62046270b,161.70955
62052990,62052990a,56.45308
62052992,62052992b,117.71596
62046311,62046311b,60.39479
62104852,62104852b,168.95926
62104853,62104853b,200.4433
62053387,62053387b,59.2691
62053396,62053396a,47.58541
62090523,62090523a,153.88929
62079725,62079725b,410.78342
62079726,62079726a,442.77229
62098847,62098847b,39.07793
62098848,62098848a,27.04775
62098849,62098849b,159.3549
62098938,62098938b,98.53388
62098939,62098939a,159.75034
62098942,62098942a,84.56863
62053389,62053389a,128.95317
62053398,62053398b,88.66593
62088944,62088944a,517.32095
62097352,62097352b,128.11467
62057251,62057251b,233.08082
62057353,62057353a,188.4034
62057358,62057358a,200.39538
62096411,62096411b,84.53189
62096413,62096413b,129.54046
62096420,62096420a,130.9358
62046269,62046269a,67.86603
62098154,62098154b,94.12908
62098155,62098155a,105.71688
62098156,62098156b,274.12793
62098159,62098159a,94.17321
62092214,62092214b,76.88689
62092215,62092215a,85.80487
62092216,62092216a,131.05304
62098142,62098142a,18.00475
62098143,62098143b,31.00173
62098169,62098169b,199.88002
62098171,62098171a,199.39441
62096417,62096417b,84.40885
62096418,62096418a,75.69655
62096419,62096419a,88.30947
62082564,62082564a,46.34078
62088455,62088455b,45.80448
62096052,62096052a,53.80831
62096053,62096053a,125.51154
62096057,62096057b,78.15895
62052925,62052925a,44.6491
62052926,62052926b,68.8174
62052929,62052929a,92.68398
62052934,62052934a,304.17774
62052966,62052966a,75.99059
62052978,62052978b,68.75194
62085596,62085596a,253.8212
62053388,62053388b,53.67882
62090516,62090516a,81.65272
62090517,62090517a,67.02486
62057086,62057086a,226.37997
62092200,62092200b,128.58644
62092201,62092201a,138.27371
62092202,62092202a,124.58573
62053300,62053300a,78.65365
62053312,62053312a,90.47985
62053313,62053313b,380.05905
62070224,62070224a,284.4459
62070226,62070226b,137.57873
62078467,62078467b,394.07455
62078468,62078468a,80.63446
62078469,62078469a,78.90001
62063140,62063140a,340.23803
62063148,62063148b,191.39338
62063149,62063149a,263.44825
62063370,62063370a,60.84593
62067765,62067765a,190.49804
62067770,62067770a,181.99651
62067959,62067959b,304.98268
62064353,62064353a,67.16696
62064359,62064359a,259.78397
62064360,62064360b,121.22025
62064347,62064347a,100.28431
62064350,62064350a,293.39008
62064351,62064351b,78.18853
62064313,62064313b,65.42294
62064317,62064317a,53.11946
62064318,62064318b,81.02125
62064862,62064862b,491.32615
62077022,62077022a,256.62239
62078311,62078311b,82.29393
62078313,62078313a,68.35094
62078314,62078314a,98.30725
62063809,62063809a,61.27837
62063785,62063785a,580.90146
62063805,62063805b,34.40965
62063806,62063806a,234.56595
62053009,62053009b,92.52432
62053010,62053010a,77.70874
62053011,62053011b,294.96752
62052999,62052999a,97.71639
62053010,62053010b,77.70874
62053013,62053013a,161.4555
62053014,62053014b,320.27882
62057259,62057259a,174.16593
62057329,62057329b,140.08025
62057330,62057330a,56.53309
62052969,62052969a,306.72969
62052978,62052978a,68.75194
62052979,62052979b,92.68998
62052934,62052934b,304.17774
62076341,62076341a,104.72157
62099964,62099964b,113.44544
62090517,62090517b,67.02486
62078903,62078903b,117.98638
62079009,62079009b,32.47582
62051571,62051571a,130.93018
62051582,62051582b,53.04368
62051583,62051583a,118.90492
62083338,62083338b,155.06876
62092191,62092191a,62.37067
62100219,62100219b,133.16387
62064346,62064346a,64.54678
62064347,62064347b,100.28431
62064348,62064348b,125.50016
62064349,62064349a,28.15675
62064321,62064321a,61.61513
62064322,62064322b,167.41441
62063145,62063145a,121.12134
62067854,62067854a,76.18198
62067855,62067855a,82.30741
62067856,62067856b,177.85579
62067859,62067859a,143.41908
62064483,62064483b,96.10725
62067738,62067738a,105.10588
62078313,62078313b,68.35094
62078454,62078454b,55.43322
62071919,62071919b,406.60902
62089729,62089729a,517.69279
62105676,62105676b,284.69486
62064470,62064470b,68.34878
62064351,62064351a,78.18853
62064352,62064352a,284.96712
62064353,62064353b,67.16696
62092287,62092287b,165.72008
62092288,62092288a,129.69725
62092289,62092289a,100.3838
62057078,62057078b,88.78818
62096411,62096411a,84.53189
62096417,62096417a,84.40885
62096816,62096816b,258.17785
62092280,62092280b,111.87954
62092234,62092234b,120.39948
62081543,62081543b,52.70189
62094285,62094285b,182.46502
62067913,62067913a,78.75774
62067914,62067914b,65.43475
62067915,62067915b,86.6349
62051577,62051577b,48.00851
62078451,62078451b,146.85696
62078453,62078453a,115.81938
62078454,62078454a,55.43322
62093553,62093553b,82.80855
62067908,62067908a,34.65381
62067910,62067910b,55.50497
62089381,62089381a,114.02458
62067909,62067909b,53.15255
62067910,62067910a,55.50497
62067916,62067916a,78.75676
62067772,62067772a,103.23328
62067774,62067774b,100.28398
62067775,62067775b,246.44626
62067763,62067763a,167.41413
62067764,62067764a,302.77768
62067765,62067765b,190.49804
62067767,62067767b,125.53632
62071762,62071762b,353.08046
62097765,62097765b,295.27627
62097766,62097766a,171.09316
62097767,62097767a,889.67885
62092197,62092197b,53.25882
62092199,62092199a,88.76477
62092200,62092200a,128.58644
62053304,62053304a,105.73453
62053306,62053306a,48.62264
62053307,62053307a,56.29722
62053312,62053312b,90.47985
62053315,62053315a,181.69018
62053321,62053321a,161.3255
62053322,62053322b,117.30211
62057089,62057089a,126.93291
62057090,62057090b,112.56465
62057092,62057092a,144.04602
62053301,62053301a,98.78408
62053302,62053302b,114.63724
62053303,62053303b,105.73441
62054463,62054463a,105.74248
62054464,62054464b,96.09647
62054465,62054465a,399.75893
62054506,62054506a,136.32931
62054509,62054509b,77.9365
62054510,62054510b,170.08064
62089002,62089002a,376.89846
62098966,62098966b,82.21072
62098967,62098967a,71.54286
62098971,62098971a,141.558
62054450,62054450b,48.04711
62067878,62067878a,151.40729
62067893,62067893b,146.0221
62067894,62067894b,492.84736
62067899,62067899a,88.79126
62051564,62051564a,56.27969
62051574,62051574a,48.00747
62092156,62092156b,148.31086
62070456,62070456b,168.97147
62067664,62067664a,396.92755
62067746,62067746a,61.72235
62067747,62067747b,104.11275
62067748,62067748b,122.94469
62063871,62063871a,660.8367
62063805,62063805a,34.40965
62063807,62063807b,95.84361
62089297,62089297a,463.02893
62094835,62094835b,62.12619
62094836,62094836a,198.51318
62071761,62071761a,197.97513
62071764,62071764b,64.43172
62089710,62089710a,479.45459
62071736,62071736a,612.34288
62071737,62071737b,493.9779
62089707,62089707b,825.79578
62067911,62067911a,79.45311
62067921,62067921a,166.11967
62067930,62067930b,143.42892
62067905,62067905a,43.31666
62067774,62067774a,100.28398
62067840,62067840a,118.17163
62067841,62067841b,162.11777
62067842,62067842b,194.18749
62054097,62054097b,289.48582
62054098,62054098a,313.52632
62054108,62054108a,101.39888
62054119,62054119a,60.58646
62057088,62057088b,105.13186
62054090,62054090b,122.55581
62054102,62054102a,141.18512
62054104,62054104b,56.47381
62054469,62054469a,146.63333
62057013,62057013a,162.09969
62057029,62057029b,262.91507
62080062,62080062b,106.52405
62092224,62092224b,40.43273
62099975,62099975a,43.1062
62067892,62067892a,62.0333
62067911,62067911b,79.45311
62067914,62067914a,65.43475
62067855,62067855b,82.30741
62067761,62067761a,136.81381
62067771,62067771a,226.33004
62067772,62067772b,103.23328
62067773,62067773b,296.21738
62067736,62067736a,355.54317
62067736,62067736b,355.54317
62067743,62067743b,81.049
62078468,62078468b,80.63446
62093544,62093544a,62.82346
62067829,62067829a,216.56356
62067844,62067844b,136.64764
62067849,62067849a,129.78451
62067850,62067850b,166.11082
62064474,62064474b,120.98439
62064476,62064476a,70.16629
62093552,62093552b,157.22212
62079648,62079648a,174.24377
62067908,62067908b,34.65381
62098953,62098953b,28.49961
62098954,62098954a,68.69972
62098955,62098955b,155.27965
62098961,62098961b,50.4631
62098963,62098963b,78.38183
62098972,62098972a,77.26675
62051562,62051562a,121.05587
62070467,62070467b,429.84807
62053294,62053294b,51.43384
62053309,62053309b,89.23028
62053310,62053310a,56.45816
62054207,62054207a,266.28598
62054226,62054226b,72.7249
62054227,62054227b,409.38099
62052967,62052967b,104.0527
62052996,62052996a,286.91248
62053015,62053015a,274.3148
62053016,62053016b,75.09379
62076225,62076225b,48.72394
62054449,62054449b,68.34039
62067839,62067839a,72.65464
62067851,62067851b,110.05915
62067853,62067853a,51.88961
62067854,62067854b,76.18198
62063810,62063810a,234.56731
62063812,62063812b,120.95902
62063798,62063798a,124.00571
62063806,62063806b,234.56595
62063808,62063808a,274.48275
62063809,62063809b,61.27837
62067740,62067740a,72.75663
62067741,62067741b,204.18194
62067742,62067742b,81.04721
62064320,62064320a,155.41534
62064341,62064341a,103.89957
62064345,62064345a,263.19363
62064346,62064346b,64.54678
62064319,62064319a,109.10477
62064320,62064320b,155.41534
62064321,62064321b,61.61513
62064317,62064317b,53.11946
62094283,62094283a,86.04165
62067750,62067750b,138.34688
62067762,62067762a,53.14035
62067763,62067763b,167.41413
62093941,62093941b,243.12988
62064453,62064453a,127.24885
62064453,62064453b,127.24885
62089314,62089314b,71.06177
62070293,62070293b,123.86828
62099982,62099982b,74.47448
62054100,62054100a,89.35203
62054108,62054108b,101.39888
62079009,62079009a,32.47582
62078899,62078899b,140.04122
62078901,62078901a,108.73375
62078902,62078902a,151.61435
62078903,62078903a,117.98638
62054460,62054460a,98.54992
62054468,62054468b,88.95392
62105273,62105273a,405.4019
62052997,62052997a,61.67036
62053009,62053009a,92.52432
62053012,62053012b,72.68051
62096419,62096419b,88.30947
62053398,62053398a,88.66593
62053402,62053402b,188.23107
62088948,62088948a,249.4759
62093268,62093268b,245.7293
62093269,62093269a,142.06931
62093270,62093270a,92.6378
62070477,62070477b,167.41792
62089313,62089313a,155.91152
62089314,62089314a,71.06177
62067891,62067891a,62.03313
62067892,62067892b,62.0333
62067913,62067913b,78.75774
62067826,62067826a,143.4144
62067827,62067827b,211.21132
62067840,62067840b,118.17163
62094895,62094895a,24.45168
62067745,62067745a,78.18845
62067754,62067754a,72.76079
62067762,62067762b,53.14035
62063796,62063796b,61.27818
62062913,62062913a,332.0947
62062929,62062929b,219.9383
62093939,62093939b,224.09765
62093941,62093941a,243.12988
62093942,62093942a,307.29767
62067879,62067879b,95.29197
62067836,62067836a,121.59127
62067838,62067838b,28.16198
62067839,62067839b,72.65464
62067732,62067732b,68.82176
62051564,62051564b,56.27969
62083331,62083331a,52.25889
62099963,62099963b,54.92977
62105157,62105157a,565.5491
62070454,62070454b,230.01833
62070456,62070456a,168.97147
62089585,62089585a,574.97204
62053141,62053141a,360.91595
62053298,62053298b,137.63653
62053309,62053309a,89.23028
62105241,62105241b,439.64327
62090516,62090516b,81.65272
62052926,62052926a,68.8174
62052937,62052937b,277.6717
62088926,62088926b,142.08682
62070452,62070452b,417.78271
62070464,62070464b,363.33411
62070465,62070465b,297.36529
62070473,62070473a,78.50305
62090513,62090513b,238.15449
62090770,62090770a,691.05884
62097647,62097647b,93.64108
62098848,62098848b,27.04775
62098953,62098953a,28.49961
62067735,62067735a,276.63549
62067745,62067745b,78.18845
62067747,62067747a,104.11275
62067903,62067903a,55.50498
62067907,62067907b,75.16453
62067909,62067909a,53.15255
62067903,62067903b,55.50498
62067737,62067737a,343.93311
62067738,62067738b,105.10588
62064447,62064447b,137.78967
62071909,62071909a,1034.85658
62071911,62071911a,481.19082
62097766,62097766b,171.09316
62063866,62063866b,218.47259
62078442,62078442a,102.26394
62078453,62078453b,115.81938
62078314,62078314b,98.30725
62067838,62067838a,28.16198
62067853,62067853b,51.88961
62105516,62105516a,95.71036
62051548,62051548a,126.54896
62051549,62051549b,272.89166
62098809,62098809b,215.8544
62098840,62098840b,95.94762
62098896,62098896a,77.00635
62098966,62098966a,82.21072
62070285,62070285a,315.74656
62070291,62070291b,164.16443
62070297,62070297b,89.22944
62092227,62092227b,211.68389
62092228,62092228a,91.1033
62092231,62092231a,54.51437
62057254,62057254a,254.08327
62057257,62057257b,77.70676
62057257,62057257a,77.70676
62057259,62057259b,174.16593
62054515,62054515b,156.52845
62057250,62057250a,228.11513
62092341,62092341b,74.10342
62099975,62099975b,43.1062
62099976,62099976a,41.33401
62099977,62099977b,86.04017
62078466,62078466b,86.38617
62067889,62067889a,116.37801
62067891,62067891b,62.03313
62067907,62067907a,75.16453
62067877,62067877a,144.31302
62067880,62067880b,197.82752
62067893,62067893a,146.0221
62067876,62067876a,64.57733
62067877,62067877b,144.31302
62067878,62067878b,151.40729
62064467,62064467a,242.74332
62064476,62064476b,70.16629
62064311,62064311a,79.61367
62064319,62064319b,109.10477
62064339,62064339a,159.36587
62064340,62064340b,122.11205
62063866,62063866a,218.47259
62063869,62063869b,61.2804
62064462,62064462a,28.25197
62064435,62064435a,337.06059
62064441,62064441b,113.00234
62064442,62064442b,48.05057
62064447,62064447a,137.78967
62063861,62063861b,284.61345
62064442,62064442a,48.05057
62063144,62063144a,86.51524
62063145,62063145b,121.12134
62063148,62063148a,191.39338
62093551,62093551b,140.20079
62093552,62093552a,157.22212
62093553,62093553a,82.80855
62094895,62094895b,24.45168
62094896,62094896a,197.83546
62078467,62078467a,394.07455
62081973,62081973a,35.78829
62093544,62093544b,62.82346
62078442,62078442b,102.26394
62094283,62094283b,86.04165
62094284,62094284a,89.97706
62094285,62094285a,182.46502
62078452,62078452b,42.58448
62067732,62067732a,68.82176
62067740,62067740b,72.75663
62063794,62063794a,169.42445
62063796,62063796a,61.27818
62063797,62063797b,96.07436
62063798,62063798b,124.00571
62092289,62092289b,100.3838
62099962,62099962b,63.13771
62099963,62099963a,54.92977
62099964,62099964a,113.44544
62049750,62049750b,579.07855
62070474,62070474b,585.03409
62070476,62070476a,125.52759
62098793,62098793b,80.02222
62078462,62078462b,126.24521
62067881,62067881b,382.07696
62067887,62067887a,116.3772
62067890,62067890b,48.67517
62064444,62064444a,25.97901
62063865,62063865a,69.14415
62063869,62063869a,61.2804
62094836,62094836b,198.51318
62062952,62062952a,44.91391
62105447,62105447b,480.31038
62067825,62067825a,208.15593
62067835,62067835a,95.70308
62067836,62067836b,121.59127
62067849,62067849b,129.78451
62064459,62064459a,111.01064
62064460,62064460a,407.61994
62064461,62064461b,101.39969
62064462,62064462b,28.25197
62048440,62048440b,253.47922
62046303,62046303b,41.08637
62063875,62063875a,200.00771
62063797,62063797a,96.07436
62063140,62063140b,340.23803
62084388,62084388a,20.35968
62053296,62053296a,121.12525
62053298,62053298a,137.63653
62053300,62053300b,78.65365
62051508,62051508a,157.22571
62083341,62083341a,122.85527
62104717,62104717b,92.51907
62048343,62048343b,104.44625
62101478,62101478b,93.29967
62101479,62101479a,97.25556
62101481,62101481a,224.56968
62101488,62101488b,134.56898
62054503,62054503a,96.10158
62054505,62054505a,77.93529
62054506,62054506b,136.32931
62054522,62054522b,420.95599
62090486,62090486a,354.76565
62098142,62098142b,18.00475
62052997,62052997b,61.67036
62051805,62051805a,246.95642
62051842,62051842b,288.86174
62051843,62051843b,557.83165
62100532,62100532a,196.55834
62045538,62045538b,416.14144
62092229,62092229b,46.89435
62092231,62092231b,54.51437
62092232,62092232a,43.15304
62099982,62099982a,74.47448
62048314,62048314a,148.63426
62048332,62048332b,297.59484
62100994,62100994a,511.33667
62081284,62081284b,234.24141
62081290,62081290a,126.36973
62048441,62048441a,358.9494
62092233,62092233a,65.90175
62099972,62099972a,161.45357
62099976,62099976b,41.33401
62050569,62050569a,196.76263
62094647,62094647b,361.59446
62094648,62094648a,197.99842
62094649,62094649a,253.12413
62053390,62053390a,61.76728
62053396,62053396b,47.58541
62085857,62085857a,102.39389
62098793,62098793a,80.02222
62098847,62098847a,39.07793
62098945,62098945b,179.30967
62098961,62098961a,50.4631
62105516,62105516b,95.71036
62067756,62067756a,164.4028
62067760,62067760a,185.17766
62067761,62067761b,136.81381
62067770,62067770b,181.99651
62067710,62067710a,262.92348
62067753,62067753a,280.79096
62067754,62067754b,72.76079
62052476,62052476b,463.61137
62088910,62088910a,502.9165
62088911,62088911a,808.63084
62078449,62078449b,119.1257
62078451,62078451a,146.85696
62078452,62078452a,42.58448
62064335,62064335a,147.19105
62064340,62064340a,122.11205
62064341,62064341b,103.89957
