TLID,NAME,LENGTH
62097865,62097865a,69.75762
62097866,62097866b,70.92401
62097871,62097871b,80.9746
62106139,62106139a,161.3192
62085802,62085802b,158.61313
62052233,62052233a,112.3523
62052234,62052234b,119.13487
62052263,62052263a,330.37223
62054022,62054022a,142.87751
62052190,62052190b,61.53321
62080232,62080232a,61.18812
62080243,62080243b,91.5484
62100628,62100628b,84.68085
62052167,62052167a,169.76249
62052169,62052169b,228.62327
62052170,62052170a,80.48071
62087043,62087043a,94.47181
62087044,62087044b,102.24594
62080207,62080207b,147.0331
62080217,62080217b,47.32708
62105958,62105958a,147.94555
62105959,62105959a,190.79843
62100679,62100679b,31.52389
62100292,62100292b,69.54498
62100294,62100294a,89.01468
62100295,62100295a,10.90492
62097078,62097078b,116.13689
62092503,62092503b,38.62062
62082943,62082943a,401.55897
62082944,62082944b,33.50195
62082945,62082945b,73.0991
62063503,62063503b,61.99856
62093764,62093764b,56.40629
62064630,62064630a,125.65449
62064631,62064631b,278.42197
62064632,62064632b,117.33163
62101400,62101400b,62.38178
62104266,62104266a,270.49954
62104267,62104267b,69.62579
62104573,62104573a,76.91145
62052066,62052066b,95.73335
62071965,62071965b,85.35504
62071981,62071981a,98.48542
62071982,62071982a,198.18542
62089739,62089739b,86.02054
62064647,62064647a,277.60119
62064648,62064648a,261.00775
62064653,62064653b,663.68158
62078379,62078379b,29.05448
62078382,62078382a,76.45041
62078385,62078385a,35.94101
62105882,62105882b,91.83432
62068725,62068725a,286.85955
62068758,62068758b,142.99539
62068762,62068762a,140.41005
62078365,62078365b,230.5917
62078366,62078366a,222.52457
62078367,62078367a,85.66417
62068873,62068873b,53.16395
62068876,62068876a,201.57554
62068881,62068881a,77.98815
62078387,62078387b,54.19628
62081952,62081952b,28.81132
62105881,62105881a,323.92562
62065085,62065085a,81.9344
62065086,62065086a,207.55311
62090250,62090250b,124.03493
62068495,62068495a,123.33408
62068496,62068496a,123.46539
62068503,62068503b,153.82181
62062964,62062964b,218.77911
62062967,62062967a,80.9647
62062968,62062968b,43.25604
62067360,62067360a,34.17664
62067372,62067372b,70.17138
62065072,62065072a,89.38522
62065073,62065073b,193.76589
62065074,62065074a,174.45772
62065077,62065077b,131.84496
62068328,62068328b,34.60167
62089952,62089952a,372.69314
62063579,62063579a,268.09212
62063583,62063583a,36.405
62063584,62063584b,77.37463
62100623,62100623b,27.32994
62070250,62070250a,211.21669
62052261,62052261b,34.40842
62092530,62092530b,33.89571
62097866,62097866a,70.92401
62097870,62097870a,74.67759
62050450,62050450a,86.87451
62050453,62050453b,34.12707
62054781,62054781b,57.71688
62076489,62076489a,108.16826
62057674,62057674a,130.45243
62057684,62057684b,179.50767
62057685,62057685b,129.97934
62054310,62054310a,304.74239
62054318,62054318a,88.95311
62054319,62054319b,157.30949
62057382,62057382a,89.42005
62057384,62057384b,480.90159
62057386,62057386a,238.84464
62054398,62054398b,106.25568
62054399,62054399a,45.24073
62088991,62088991a,202.00358
62054777,62054777a,180.96849
62051338,62051338b,81.73344
62056967,62056967b,197.6117
62056983,62056983b,559.50198
62089109,62089109a,382.12867
62054604,62054604a,275.27051
62089013,62089013b,275.60482
62079573,62079573b,48.89508
62092485,62092485a,107.43952
62054571,62054571a,161.1482
62054573,62054573a,640.7089
62078777,62078777b,125.07422
62105285,62105285b,135.33661
62092579,62092579b,66.39972
62092580,62092580a,67.70233
62092583,62092583a,154.39206
62051965,62051965b,72.79473
62051971,62051971a,85.04963
62051972,62051972a,71.9152
62084565,62084565b,326.5983
62063248,62063248a,323.90461
62063259,62063259b,98.50949
62063260,62063260a,396.01882
62068755,62068755a,136.84081
62068767,62068767a,98.57407
62068781,62068781b,219.77585
62068782,62068782b,96.13008
62064699,62064699a,110.03929
62064709,62064709b,90.48095
62064710,62064710b,88.75307
62068269,62068269a,105.10962
62068287,62068287a,155.65576
62068295,62068295b,105.11011
62068467,62068467b,29.83591
62063514,62063514a,174.3631
62063526,62063526a,154.83412
62063527,62063527b,123.17327
62097984,62097984b,185.8321
62097985,62097985a,281.00873
62097989,62097989a,197.82212
62063261,62063261a,169.33837
62063491,62063491a,302.56414
62063501,62063501a,116.17691
62063502,62063502b,117.74426
62054574,62054574b,88.59343
62054866,62054866a,367.27581
62054872,62054872b,400.76009
62100290,62100290a,23.49905
62090860,62090860a,38.87152
62090979,62090979b,37.02613
62105300,62105300b,315.30015
62077692,62077692b,106.74086
62051614,62051614b,456.62927
62052050,62052050a,122.80041
62089998,62089998b,196.18518
62089999,62089999a,468.52782
62057683,62057683b,95.96608
62057688,62057688a,99.90859
62057695,62057695b,147.91493
62090844,62090844b,35.26844
62090853,62090853a,106.68263
62090860,62090860b,38.87152
62090978,62090978b,135.27127
62090825,62090825a,202.33
62090904,62090904b,865.30333
62057680,62057680a,53.16495
62057688,62057688b,99.90859
62057689,62057689b,76.90865
62057678,62057678a,72.79224
62057684,62057684a,179.50767
62057687,62057687b,117.47105
62071965,62071965a,85.35504
62077330,62077330b,85.10277
62089738,62089738b,147.34398
62089739,62089739a,86.02054
62065069,62065069a,121.62339
62065082,62065082a,108.8866
62065083,62065083b,22.20217
62064715,62064715b,89.37251
62065041,62065041b,62.01462
62065042,62065042a,184.35778
62065045,62065045b,340.07011
62071968,62071968b,164.57694
62071994,62071994b,139.97619
62071999,62071999a,100.66035
62072000,62072000a,88.67486
62068267,62068267a,103.92875
62068286,62068286b,103.92875
62068287,62068287b,155.65576
62068467,62068467a,29.83591
62068475,62068475a,122.57537
62068476,62068476b,105.12666
62105522,62105522a,361.95897
62065083,62065083a,22.20217
62065084,62065084a,221.94644
62065085,62065085b,81.9344
62065134,62065134a,121.57699
62065150,62065150b,82.18984
62065153,62065153a,122.9294
62057217,62057217b,137.64758
62054854,62054854a,69.12136
62086232,62086232b,20.13012
62097703,62097703b,97.93375
62100295,62100295b,10.90492
62100296,62100296a,161.99421
62100297,62100297a,192.47408
62054326,62054326b,79.44007
62092310,62092310b,175.26972
62054393,62054393a,107.27949
62054405,62054405b,157.58565
62054406,62054406b,140.41051
62054299,62054299a,314.48193
62054301,62054301b,121.56974
62054302,62054302b,110.22886
62092308,62092308b,140.52541
62092310,62092310a,175.26972
62057426,62057426b,55.17166
62057432,62057432a,100.32312
62049749,62049749a,233.10826
62051986,62051986b,293.4368
62051991,62051991a,449.05841
62096878,62096878b,348.60999
62105190,62105190b,1945.98332
62057432,62057432b,100.32312
62057433,62057433b,120.77827
62057434,62057434a,429.75566
62050445,62050445a,192.96569
62050458,62050458b,98.47985
62050459,62050459b,118.82667
62079575,62079575a,76.25636
62098465,62098465b,165.55838
62090862,62090862b,289.96777
62090864,62090864a,265.51792
62090979,62090979a,37.02613
62084955,62084955b,57.27724
62057424,62057424b,93.48948
62057425,62057425a,58.70934
62057427,62057427a,741.3259
62057428,62057428b,68.44487
62092525,62092525a,25.74587
62100676,62100676b,6.11913
62089007,62089007b,80.80239
62093467,62093467b,127.2797
62093468,62093468a,145.70213
62093469,62093469a,56.71169
62094280,62094280b,47.88807
62094281,62094281a,129.27605
62094282,62094282a,80.66896
62078368,62078368b,48.5125
62078366,62078366b,222.52457
62078367,62078367b,85.66417
62078368,62078368a,48.5125
62067512,62067512a,145.71127
62067498,62067498b,62.02824
62067352,62067352a,150.95805
62067363,62067363b,79.61458
62067364,62067364b,77.95007
62064105,62064105a,78.72524
62064106,62064106b,84.47593
62064108,62064108a,156.5282
62063928,62063928a,78.71203
62063934,62063934b,89.68875
62063936,62063936b,163.10854
62063719,62063719a,145.34946
62063886,62063886a,53.11789
62063890,62063890b,117.37098
62063893,62063893b,293.8888
62053228,62053228a,205.93117
62053915,62053915b,61.2779
62053917,62053917a,48.03616
62053229,62053229b,107.50181
62053217,62053217a,64.51751
62053234,62053234a,61.27737
62053235,62053235b,54.60189
62052880,62052880b,221.32439
62090960,62090960a,381.71171
62076356,62076356b,40.2732
62056960,62056960a,310.75674
62056964,62056964b,237.14364
62089109,62089109b,382.12867
62052583,62052583a,757.46479
62052866,62052866b,218.87658
62079805,62079805a,142.20147
62090980,62090980b,1521.12437
62093458,62093458b,50.17907
62093459,62093459a,33.43978
62093460,62093460b,116.56935
62093461,62093461a,60.8006
62093464,62093464b,105.40023
62093465,62093465a,119.84568
62093468,62093468b,145.70213
62093759,62093759a,70.31409
62093765,62093765a,69.56664
62093772,62093772b,164.22653
62094282,62094282b,80.66896
62067509,62067509a,28.16184
62067361,62067361a,86.61204
62067363,62067363a,79.61458
62067365,62067365b,100.28405
62067359,62067359a,166.67651
62067360,62067360b,34.17664
62063718,62063718a,108.88399
62063719,62063719b,145.34946
62063725,62063725b,76.8495
62063575,62063575a,172.02627
62063582,62063582b,104.07994
62063583,62063583b,36.405
62078395,62078395b,108.86844
62081952,62081952a,28.81132
62085072,62085072b,73.07527
62093215,62093215b,62.60273
62093216,62093216a,33.2072
62093219,62093219a,105.37493
62050508,62050508a,32.93821
62050509,62050509b,100.74526
62050510,62050510b,347.98484
62100675,62100675b,75.3722
62100676,62100676a,6.11913
62100679,62100679a,31.52389
62084592,62084592a,161.83447
62084593,62084593a,153.58319
62084596,62084596b,99.96001
62078385,62078385b,35.94101
62093417,62093417b,63.05971
62093422,62093422a,54.95869
62099173,62099173b,118.70779
62093754,62093754b,327.77693
62062881,62062881b,338.49827
62067534,62067534a,110.07875
62067535,62067535a,415.96415
62105508,62105508b,157.40546
62105511,62105511b,457.48742
62067365,62067365a,100.28405
62067377,62067377a,43.30657
62067379,62067379b,166.05611
62063619,62063619a,81.00422
62063621,62063621a,55.50573
62063677,62063677b,223.4361
62063621,62063621b,55.50573
62063625,62063625a,122.45841
62078041,62078041b,263.74051
62093407,62093407a,129.17451
62093408,62093408a,176.62667
62093413,62093413b,67.4077
62090982,62090982b,61.85003
62093214,62093214a,134.77703
62093216,62093216b,33.2072
62083945,62083945a,103.65483
62083946,62083946a,42.99994
62083947,62083947b,101.05693
62092529,62092529b,26.90872
62092530,62092530a,33.89571
62092531,62092531a,72.4044
62083946,62083946b,42.99994
62093762,62093762a,79.07414
62093763,62093763b,86.614
62093764,62093764a,56.40629
62093769,62093769b,93.51
62104267,62104267a,69.62579
62093768,62093768b,48.07219
62093769,62093769a,93.51
62093770,62093770a,56.21768
62063720,62063720b,82.10933
62080023,62080023b,76.28188
62081130,62081130a,41.10731
62093469,62093469b,56.71169
62093422,62093422b,54.95869
62093423,62093423a,45.79609
62093424,62093424b,173.19511
62064091,62064091a,99.37359
62064114,62064114a,117.81768
62064115,62064115b,160.34806
62064116,62064116b,82.29064
62063908,62063908a,260.68531
62063931,62063931a,78.18853
62063932,62063932b,116.34233
62093918,62093918b,113.87306
62093919,62093919a,388.21824
62097519,62097519a,86.69078
62093762,62093762b,79.07414
62093820,62093820b,118.80761
62093823,62093823a,152.87235
62093827,62093827a,80.56885
62092499,62092499b,50.57222
62084940,62084940b,85.75058
62050507,62050507a,546.56789
62050508,62050508b,32.93821
62050511,62050511a,173.16307
62050537,62050537a,43.20788
62086232,62086232a,20.13012
62086236,62086236a,173.39097
62086809,62086809b,84.33996
62049760,62049760b,103.07051
62050535,62050535b,76.58547
62076131,62076131a,53.51224
62087580,62087580a,38.94563
62087581,62087581b,181.84773
62052846,62052846a,50.70248
62052848,62052848b,64.40137
62101213,62101213b,18.46644
62079573,62079573a,48.89508
62079575,62079575b,76.25636
62080188,62080188a,51.79686
62093827,62093827b,80.56885
62097519,62097519b,86.69078
62097520,62097520a,77.86589
62097521,62097521a,130.43593
62078382,62078382b,76.45041
62078387,62078387a,54.19628
62078390,62078390a,136.78524
62105882,62105882a,91.83432
62093440,62093440a,66.07197
62071694,62071694a,163.62008
62071695,62071695a,150.01932
62089695,62089695b,417.2861
62063663,62063663a,128.94412
62063677,62063677a,223.4361
62063679,62063679b,129.63146
62063728,62063728b,268.56681
62067507,62067507a,79.50668
62067508,62067508b,254.19819
62067509,62067509b,28.16184
62089370,62089370a,460.832
62105509,62105509b,334.02283
62070793,62070793a,534.11816
62093765,62093765b,69.56664
62093767,62093767a,78.22957
62093768,62093768a,48.07219
62092464,62092464b,24.30891
62092087,62092087b,59.22928
62054012,62054012b,79.4328
62053996,62053996a,125.4746
62053225,62053225a,240.18064
62053915,62053915a,61.2779
62053916,62053916b,182.81389
62053058,62053058b,56.45595
62098185,62098185a,267.72468
62053234,62053234b,61.27737
62065165,62065165a,89.70124
62065167,62065167b,172.91919
62065184,62065184a,168.95195
62063681,62063681a,161.33033
62063704,62063704a,138.95055
62063705,62063705b,267.68975
62068457,62068457a,130.2553
62063598,62063598a,221.24491
62063606,62063606a,78.18862
62063615,62063615b,103.22954
62063616,62063616b,134.03502
62065142,62065142b,56.47367
62063040,62063040a,534.61803
62063052,62063052b,103.84543
62081958,62081958b,388.51383
62085072,62085072a,73.07527
62065130,62065130a,170.93175
62065135,62065135b,104.10405
62065136,62065136b,163.87241
62065150,62065150a,82.18984
62094281,62094281b,129.27605
62068464,62068464a,138.60299
62068475,62068475b,122.57537
62068479,62068479b,295.51101
62093413,62093413a,67.4077
62093414,62093414a,136.57689
62093416,62093416b,65.63419
62068746,62068746a,21.60793
62068763,62068763a,51.45189
62079431,62079431b,60.41019
62093461,62093461b,60.8006
62093731,62093731a,654.46996
62093742,62093742a,107.7502
62104280,62104280b,256.64596
62063425,62063425a,284.79173
62063489,62063489b,185.04457
62063496,62063496a,288.19223
62064681,62064681a,153.16576
62068756,62068756b,90.08202
62068757,62068757a,130.85551
62068764,62068764a,56.32771
62081018,62081018b,52.73291
62062965,62062965a,68.81817
62062966,62062966b,124.84139
62062970,62062970a,121.12117
62071971,62071971b,122.52805
62071972,62071972a,57.93331
62063713,62063713a,68.82034
62063717,62063717a,82.27038
62063718,62063718b,108.88399
62083951,62083951a,90.17682
62056866,62056866a,515.78926
62056989,62056989b,399.58514
62089106,62089106a,525.38796
62092464,62092464a,24.30891
62092465,62092465a,17.26972
62092467,62092467b,28.36337
62049761,62049761b,599.29465
62049766,62049766b,312.07837
62092680,62092680a,278.57531
62080231,62080231b,49.4469
62092536,62092536a,40.72344
62105911,62105911a,80.36253
62092575,62092575a,50.88641
62092578,62092578a,154.84639
62092580,62092580b,67.70233
62084946,62084946a,27.25767
62084966,62084966b,71.34596
62087044,62087044a,102.24594
62088842,62088842b,335.76629
62078856,62078856b,257.76836
62080069,62080069a,140.29484
62081166,62081166a,108.22958
62100120,62100120b,90.18886
62100121,62100121a,687.19374
62092465,62092465b,17.26972
62051651,62051651a,74.6192
62051669,62051669b,96.15425
62063885,62063885a,61.61086
62063886,62063886b,53.11789
62105467,62105467a,247.48571
62063593,62063593a,125.46485
62063605,62063605a,157.57034
62063606,62063606b,78.18862
62063723,62063723b,130.86326
62080023,62080023a,76.28188
62081129,62081129a,35.11229
62097520,62097520b,77.86589
62097526,62097526b,226.35472
62097528,62097528a,173.12632
62104246,62104246a,79.60716
62097507,62097507b,27.02036
62097578,62097578b,156.58962
62062964,62062964a,218.77911
62062965,62062965b,68.81817
62067382,62067382a,62.02765
62067384,62067384b,89.71666
62067507,62067507b,79.50668
62067511,62067511a,95.32864
62081053,62081053b,251.0625
62067377,62067377b,43.30657
62063929,62063929a,71.49226
62063930,62063930a,87.29311
62063931,62063931b,78.18853
62053934,62053934a,256.06452
62054120,62054120b,1018.81832
62105261,62105261b,245.79347
62070246,62070246b,89.0843
62054008,62054008a,261.31529
62054023,62054023b,305.36969
62054037,62054037b,150.14013
62057187,62057187a,101.05062
62057189,62057189a,71.49912
62057196,62057196b,222.37937
62052843,62052843a,150.85372
62052846,62052846b,50.70248
62052849,62052849a,80.94799
62053200,62053200b,126.6771
62085760,62085760a,63.50098
62085761,62085761a,152.42746
62046186,62046186b,179.12101
62046187,62046187a,312.08913
62088445,62088445b,977.44164
62046169,62046169a,420.1612
62088445,62088445a,977.44164
62103231,62103231b,106.106
62046153,62046153a,90.34184
62046154,62046154b,138.17275
62046156,62046156a,100.28572
62046083,62046083b,115.61205
62046112,62046112b,695.54348
62046113,62046113a,220.19385
62080620,62080620b,81.01527
62080624,62080624a,150.44376
62080626,62080626a,196.24304
62046166,62046166a,169.64943
62046168,62046168b,117.05925
62046169,62046169b,420.1612
62097656,62097656b,286.17773
62097657,62097657a,84.17602
62097658,62097658b,61.40609
62096314,62096314b,325.56662
62046140,62046140a,614.45718
62046170,62046170a,263.27675
62043518,62043518b,124.72045
62045670,62045670b,172.72452
62045671,62045671b,239.14173
62088406,62088406a,1175.37782
62101341,62101341b,174.38066
62045417,62045417b,10.03699
62045424,62045424b,165.43578
62045425,62045425b,108.92686
62087947,62087947b,53.54399
62045417,62045417a,10.03699
62045420,62045420b,120.89724
62045459,62045459a,502.16018
62045460,62045460a,1044.47816
62045461,62045461b,243.08408
62048219,62048219a,840.77632
62104973,62104973b,225.26342
62082838,62082838b,262.03448
62082839,62082839a,660.01815
62080328,62080328a,396.45269
62096326,62096326a,334.39126
62097657,62097657b,84.17602
62096207,62096207b,137.74671
62096209,62096209a,983.87698
62105989,62105989a,492.73782
62080618,62080618b,96.93392
62080620,62080620a,81.01527
62080621,62080621a,22.00069
62097665,62097665b,244.0877
62097666,62097666a,122.38047
62097668,62097668a,406.66309
62046141,62046141a,448.52607
62046166,62046166b,169.64943
62043265,62043265b,531.2561
62075578,62075578a,155.17845
62045421,62045421b,111.45011
62045427,62045427a,103.34804
62087947,62087947a,53.54399
62091474,62091474b,128.20828
62046168,62046168a,117.05925
62080621,62080621b,22.00069
62090304,62090304a,230.91473
62090304,62090304b,230.91473
62101342,62101342b,108.7412
62096315,62096315a,67.0642
62080617,62080617b,284.21362
62080618,62080618a,96.93392
62080619,62080619b,385.14624
62104966,62104966b,846.5115
62104968,62104968a,101.33046
62088636,62088636b,580.34095
62096207,62096207a,137.74671
62096368,62096368a,701.98856
62045425,62045425a,108.92686
62045427,62045427b,103.34804
62045430,62045430a,407.89559
62096310,62096310a,275.97386
62096311,62096311a,221.55861
62096313,62096313b,152.91849
62097664,62097664b,70.14907
62046159,62046159a,22.74165
62104847,62104847a,436.05671
62048211,62048211b,884.32616
62048472,62048472a,686.38777
62043286,62043286b,454.03091
62043544,62043544a,235.98206
62045671,62045671a,239.14173
62046162,62046162b,37.64479
62096312,62096312b,253.4154
62096313,62096313a,152.91849
62096314,62096314a,325.56662
62045676,62045676b,272.08465
62045682,62045682a,287.96968
62080366,62080366b,231.61785
62097663,62097663a,73.19618
62097664,62097664a,70.14907
62097666,62097666b,122.38047
62101340,62101340b,87.00379
62101341,62101341a,174.38066
62101342,62101342a,108.7412
62094915,62094915a,523.12636
62102861,62102861b,370.17955
62046159,62046159b,22.74165
62046161,62046161b,201.41314
62046162,62046162a,37.64479
62096310,62096310b,275.97386
62096315,62096315b,67.0642
62102881,62102881a,536.91871
62046141,62046141b,448.52607
62046161,62046161a,201.41314
62046170,62046170b,263.27675
62075715,62075715b,108.71021
62104838,62104838b,746.33653
62080367,62080367b,253.17612
62045461,62045461a,243.08408
62045462,62045462a,297.29437
62045467,62045467a,482.71856
62082838,62082838a,262.03448
62096326,62096326b,334.39126
62096327,62096327a,167.17964
62101340,62101340a,87.00379
62097663,62097663b,73.19618
62100558,62100558a,260.30203
62100559,62100559a,225.34288
62104968,62104968b,101.33046
62046106,62046106a,575.25687
62046113,62046113b,220.19385
62104837,62104837b,245.43781
62075715,62075715a,108.71021
62104847,62104847b,436.05671
62097652,62097652b,1489.5206
62104846,62104846b,234.51475
62091575,62091575b,689.90902
62104817,62104817a,1384.30666
62104817,62104817b,1384.30666
62096322,62096322b,92.28995
62043544,62043544b,235.98206
62043555,62043555a,246.64111
62102860,62102860b,960.75206
62102861,62102861a,370.17955
62102862,62102862a,531.02038
62043418,62043418a,697.20281
62043625,62043625b,168.18416
62079489,62079489b,71.71759
62080356,62080356a,77.88265
62080358,62080358a,207.28683
62080366,62080366a,231.61785
62096319,62096319b,181.51893
62096321,62096321b,77.98283
62096322,62096322a,92.28995
62079488,62079488a,351.53695
62079489,62079489a,71.71759
62080328,62080328b,396.45269
62096321,62096321a,77.98283
62100559,62100559b,225.34288
62080617,62080617a,284.21362
62080619,62080619a,385.14624
62088404,62088404a,470.24556
62048482,62048482a,547.26974
62048486,62048486a,572.87927
62068286,62068286a,103.92875
62068290,62068290a,88.80838
62068291,62068291b,86.60729
62068292,62068292b,200.56817
62068507,62068507a,148.94051
62068508,62068508b,77.96977
62068509,62068509b,211.09675
62065073,62065073a,193.76589
62065079,62065079a,211.485
62065088,62065088b,90.05575
62065089,62065089b,62.01638
62068259,62068259a,330.78407
62068288,62068288a,89.22968
62068290,62068290b,88.80838
62068359,62068359b,190.85689
62063524,62063524a,100.28476
62063525,62063525b,155.65733
62063553,62063553b,417.51138
62097785,62097785b,284.02791
62097786,62097786a,121.08176
62097787,62097787a,254.52556
62082314,62082314a,22.83387
62083863,62083863b,121.30555
62105965,62105965b,96.9471
62045684,62045684b,2.84323
62091571,62091571a,126.12525
62048160,62048160a,537.92732
62088636,62088636a,580.34095
62100558,62100558b,260.30203
62045684,62045684a,2.84323
62063330,62063330a,122.41974
62063446,62063446b,207.17433
62063461,62063461b,110.01162
62068879,62068879a,76.90717
62068881,62068881b,77.98815
62068882,62068882b,88.96942
62063327,62063327a,61.56559
62063328,62063328b,155.65804
62063329,62063329b,216.55778
62054749,62054749a,206.45459
62054750,62054750a,222.94112
62054751,62054751a,156.12512
62054752,62054752b,100.28497
62054789,62054789a,254.06308
62057687,62057687a,117.47105
62057690,62057690b,295.66785
62057692,62057692a,172.05892
62045682,62045682b,287.96968
62096305,62096305b,94.79126
62096312,62096312a,253.4154
62096317,62096317a,151.05617
62050415,62050415b,221.9616
62051893,62051893a,273.21283
62051897,62051897a,354.26338
62080155,62080155b,569.67054
62080355,62080355a,76.46079
62080356,62080356b,77.88265
62080367,62080367a,253.17612
62054866,62054866b,367.27581
62054869,62054869b,34.40938
62054872,62054872a,400.76009
62091746,62091746b,206.62485
62096305,62096305a,94.79126
62048152,62048152a,72.66729
62082314,62082314b,22.83387
62057686,62057686b,108.89855
62091743,62091743a,54.97014
62091746,62091746a,206.62485
62096327,62096327b,167.17964
62055717,62055717a,68.81981
62089051,62089051b,1713.04696
62080222,62080222a,56.80257
62081556,62081556a,291.43772
62083405,62083405b,241.12704
62100294,62100294b,89.01468
62080227,62080227b,73.26166
62080228,62080228a,61.7112
62083855,62083855a,63.42214
62105959,62105959b,190.79843
62078307,62078307a,51.15376
62094272,62094272b,33.87318
62065144,62065144a,228.08256
62065145,62065145b,122.92622
62090250,62090250a,124.03493
62099148,62099148a,31.98973
62063317,62063317a,42.22138
62063319,62063319b,37.5297
62063524,62063524b,100.28476
62063315,62063315b,98.78257
62045462,62045462b,297.29437
62080355,62080355b,76.46079
62080368,62080368a,156.77181
62080369,62080369a,159.90462
62063324,62063324b,44.65575
62043624,62043624b,77.47641
62043625,62043625a,168.18416
62088233,62088233b,627.52689
62068769,62068769b,107.54184
62068771,62068771a,112.63501
62105530,62105530b,140.97155
62105532,62105532b,239.3938
62048484,62048484a,114.80125
62048484,62048484b,114.80125
62048485,62048485b,132.06616
62063296,62063296a,121.53651
62063298,62063298a,109.01432
62078544,62078544b,230.90717
62065188,62065188a,140.39755
62068257,62068257a,164.55016
62068288,62068288b,89.22968
62068289,62068289b,138.56856
62068497,62068497b,36.38629
62054606,62054606a,56.45054
62054611,62054611b,140.17176
62051696,62051696a,286.95091
62051697,62051697b,116.81437
62095236,62095236a,65.8394
62083944,62083944b,77.85245
62083947,62083947a,101.05693
62083948,62083948a,42.77904
62052172,62052172b,88.92315
62052173,62052173a,169.48389
62052175,62052175a,48.59556
62088885,62088885b,491.79333
62054753,62054753a,88.80983
62054754,62054754a,157.30848
62054755,62054755a,99.91104
62093235,62093235a,313.04884
62050549,62050549b,104.91989
62043278,62043278a,201.4299
62054745,62054745a,164.38358
62054752,62054752a,100.28497
62054753,62054753b,88.80983
62051656,62051656b,65.39768
62088850,62088850a,162.24679
62048152,62048152b,72.66729
62048154,62048154b,180.32247
62098417,62098417a,378.39906
62104238,62104238b,546.79352
62104241,62104241a,114.86071
62104837,62104837a,245.43781
62057187,62057187b,101.05062
62057188,62057188a,37.54241
62057200,62057200b,76.05204
62057203,62057203a,56.53376
62080331,62080331a,256.94262
62080332,62080332b,17.69201
62083862,62083862a,207.27185
62054301,62054301a,121.56974
62054303,62054303a,89.68421
62054305,62054305b,362.57413
62080369,62080369b,159.90462
62080332,62080332a,17.69201
62091743,62091743b,54.97014
62105965,62105965a,96.9471
62089145,62089145a,276.66163
62089148,62089148b,278.03126
62105371,62105371a,204.22937
62052243,62052243a,207.74632
62054868,62054868a,17.30604
62054871,62054871a,92.71805
62054874,62054874b,292.67617
62053924,62053924a,58.14225
62053926,62053926b,302.42935
62053927,62053927b,80.99634
62057216,62057216a,124.84724
62075058,62075058b,165.17195
62054755,62054755b,99.91104
62054775,62054775a,148.75007
62054776,62054776a,100.28494
62103261,62103261a,201.39637
62080230,62080230b,30.24728
62050480,62050480a,9.25637
62080175,62080175b,136.48514
62080232,62080232b,61.18812
62053238,62053238b,137.63836
62053240,62053240a,112.94602
62053244,62053244a,62.00127
62052047,62052047b,99.49337
62093953,62093953b,173.22989
62065140,62065140a,225.43883
62065156,62065156a,156.52802
62065182,62065182b,62.02051
62065183,62065183a,186.97406
62100018,62100018b,44.20711
62105204,62105204b,825.49677
62064714,62064714b,215.33478
62064715,62064715a,89.37251
62064716,62064716a,335.82816
62064717,62064717b,175.97042
62071984,62071984b,374.55891
62063326,62063326a,220.71572
62063328,62063328a,155.65804
62063330,62063330b,122.41974
62063489,62063489a,185.04457
62063497,62063497b,135.72019
62063536,62063536b,283.31502
62068292,62068292a,200.56817
62068295,62068295a,105.11011
62068296,62068296b,56.17687
62068297,62068297a,89.22966
62068300,62068300a,134.11745
62068301,62068301b,100.28406
62068306,62068306b,89.41134
62051879,62051879a,118.34936
62105180,62105180a,407.26355
62078841,62078841b,191.27369
62089013,62089013a,275.60482
62089014,62089014a,656.91514
62097076,62097076b,397.71335
62097078,62097078a,116.13689
62097079,62097079a,153.35583
62104241,62104241b,114.86071
62104243,62104243a,304.14384
62104245,62104245a,492.43193
62097870,62097870b,74.67759
62097871,62097871a,80.9746
62106140,62106140b,319.09307
62104243,62104243b,304.14384
62104244,62104244a,72.03775
62104245,62104245b,492.43193
62080228,62080228b,61.7112
62080229,62080229b,38.73114
62080230,62080230a,30.24728
62096317,62096317b,151.05617
62096318,62096318a,116.6949
62096319,62096319a,181.51893
62052160,62052160a,149.04209
62052167,62052167b,169.76249
62052168,62052168a,64.45994
62045432,62045432b,113.99741
62055717,62055717b,68.81981
62090862,62090862a,289.96777
62090866,62090866a,227.75107
62090878,62090878b,574.91969
62046102,62046102a,207.27673
62046105,62046105a,143.80791
62046106,62046106b,575.25687
62068337,62068337a,41.14955
62068338,62068338b,116.86737
62068341,62068341b,125.5366
62054619,62054619b,64.20168
62078841,62078841a,191.27369
62078844,62078844b,119.4898
62049781,62049781b,1757.0734
62052045,62052045a,157.15452
62077608,62077608b,108.66032
62105189,62105189a,483.27654
62068491,62068491a,371.26059
62068509,62068509a,211.09675
62068510,62068510b,90.0787
62068737,62068737a,274.67767
62068759,62068759a,116.87466
62068762,62068762b,140.41005
62068797,62068797b,417.98212
62065143,62065143a,205.9714
62065153,62065153b,122.9294
62065155,62065155a,28.2505
62068476,62068476a,105.12666
62068477,62068477b,224.3854
62068478,62068478b,191.92504
62071997,62071997a,4.27618
62089741,62089741b,1049.19584
62065045,62065045a,340.07011
62065070,62065070a,162.75266
62065074,62065074b,174.45772
62063525,62063525a,155.65733
62063527,62063527a,123.17327
62063528,62063528b,284.82575
62063529,62063529b,293.26413
62063317,62063317b,42.22138
